选手名称,真名,name,team,team_h,ch,ls,FMVP,state,position,age,hero,,
Fly,彭云飞,Fly(彭云飞),济南RW侠,重庆狼队 济南RW侠 QGhappy,8,4,7,在役,对抗路,20000923,关羽 花木兰 马超 狂铁 曜 姬小满,
归期,双小钧,归期(双小钧),重庆狼队,重庆狼队 昆山SC,2,1,0,在役,对抗路,20050323,关羽 姬小满 达摩 马超 曹操,
向鱼,蔡佑其,向鱼(蔡佑其),重庆狼队,重庆狼队 广州TTG.XQ Qghappy,5,5,0,在役,中路,20020723,王昭君 干将莫邪 姜子牙,
风萧,于翔任,风萧(于翔任),重庆狼队,重庆狼队 广州TTG.XQ,1,1,0,在役,发育路,20041011,公孙离 马可波罗 孙尚香,
道崽,杨凯博,道崽(杨凯博),重庆狼队,重庆狼队 广州TTG.XQ,0,0,0,在役,发育路,20050506,戈雅 敖隐 公孙离,
小胖,李达亨,小胖(李达亨),重庆狼队,重庆狼队 QGhappy,5,5,3,在役,打野,20040712,镜 裴擒虎 大司命 夏侯惇,
Hurt/刺痛,夏圣钦,Hurt/刺痛(夏圣钦),重庆狼队,重庆狼队 QGhappy,4,4,0,退役,发育路,19970128,公孙离 马可波罗,
紫幻,黄广顺,紫幻(黄广顺),重庆狼队,重庆狼队 广州TTG.XQ 南通Hero久竞,1,1,0,在役,中路,20031116,王昭君 干将莫邪,
末将,胡林烨,末将(胡林烨),重庆狼队,QGhappy 厦门VG,1,1,0,退役,中路,20000311,干将莫邪 王昭君,
Alan,王添龙,Alan(王添龙),重庆狼队,Qghappy 武汉EStarPro,5,5,0,退役,游走,19991023,鲁班大师 孙膑,
yang,万潇阳,yang(万潇阳),重庆狼队,QGhappy 广州TTG.XQ,3,3,0,退役,游走,19991118,鲁班大师 孙膑,
今屿,徐翔宇,今屿(徐翔宇),北京JDG,重庆狼队 北京JDG 武汉EStarPro 苏州KSG,0,0,0,在役,打野,20010920,镜 裴擒虎 大司命,
妖刀,钟乐天,妖刀(钟乐天),苏州KSG,重庆狼队 苏州KSG QGhappy,6,6,0,在役,发育路,20011216,公孙离 马可波罗 孙尚香,
帆帆,杨帆,帆帆(杨帆),上海EDGM,重庆狼队 Qghappy 广州TTG.XQ 上海EDGM,4,4,0,在役,游走,20001004,鲁班大师 孙膑 少司缘,
月色,刘涛,月色(刘涛),重庆狼队,重庆狼队 南通Hero久竞 厦门VG,0,0,0,退役,中路,20011023,干将莫邪 王昭君,
无铭,张聪,无铭(张聪),武汉EStarPro,武汉EStarPro 济南RW侠 深圳KLG,2,2,0,退役,教练,19980806,鲁班大师 孙膑,
诺言,郭桂鑫,诺言(郭桂鑫),武汉EStarPro,武汉EStarPro,2,2,0,退役,对抗路,19991203,关羽 花木兰 马超,
花海,罗思源,花海(罗思源),武汉EStarPro,武汉EStarPro,7,7,2,退役,打野,20010305,镜 裴擒虎 大司命,
清融,黄垚钦,清融(黄垚钦),北京JDG,武汉EStarPro 南通Hero久竞 北京JDG,7,7,2,在役,中路,20031029,王昭君 干将莫邪 姜子牙,
绝意,廖友侠,绝意(廖友侠),北京JDG,武汉EStarPro 杭州LGD.NBW 济南RW侠 北京JDG,0,0,0,在役,发育路,20040723,马可波罗 公孙离 鲁班七号 戈雅,
易峥,刘天豪,易峥(刘天豪),武汉EStarPro,武汉EStarPro 深圳DYG,6,6,0,退役,游走,19991026,鲁班大师 孙膑,
坦然,孙麟威,坦然(孙麟威),南通Hero久竞,武汉EStarPro 南通Hero久竞,5,5,2,在役,对抗路,20030920,关羽 姬小满 马超 曹操,
子阳,向阳,子阳(向阳),苏州KSG,武汉EStarPro 南通Hero久竞 苏州KSG,7,7,1,在役,游走,20010213,鲁班大师 孙膑 少司缘,
挽墨,骆雪岩,挽墨(骆雪岩),武汉EStarPro,武汉EStarPro 佛山DRG.GK 北京JDG 上海EDGM,0,0,0,在役,中路,20051026,王昭君 干将莫邪,
小度,古伟雄,小度(古伟雄),武汉EStarPro,武汉EStarPro 佛山DRG.GK 北京JDG,0,0,0,在役,对抗路,20040511,姬小满 曹操 关羽,
小楼,沈宇轩,小楼(沈宇轩),武汉EStarPro,武汉EStarPro 西安WE TCG,0,0,0,在役,打野,20050825,镜 裴擒虎 大司命,
亮宇,陈亮宇,亮宇(陈亮宇),武汉EStarPro,武汉EStarPro 苏州KSG,0,0,0,在役,发育路,20051018,公孙离 马可波罗 戈雅,
星宇,李宇浩,星宇(李宇浩),武汉EStarPro,武汉EStarPro 北京WB 深圳DYG 上海RNGM,0,0,0,在役,游走,20030521,鲁班大师 孙膑 少司缘,
景晚,杨中伟,景晚(杨中伟),武汉EStarPro,武汉EStarPro XYG 南通Hero久竞,0,0,0,在役,对抗路,20050304,姬小满 曹操 关羽,
小玖,刘行,小玖(刘行),南通Hero久竞,苏州KSG 南通Hero久竞,0,0,0,在役,发育路,20040412,公孙离 马可波罗 戈雅,
梦岚,彭俊岚,梦岚(彭俊岚),佛山DRG,佛山DRG.GK,0,0,0,在役,发育路,20040414,公孙离 马可波罗 孙尚香,
阿改,杨廷普,阿改(杨廷普),TCG,佛山DRG.GK 西安WE 深圳DYG,0,0,0,退役,教练,19951123,鲁班大师 孙膑,
百兽,房庆友,百兽(房庆友),西安WE,佛山DRG.GK 西安WE,0,0,0,在役,对抗路,20020217,姬小满 曹操 关羽,
鹏鹏,卢家鹏,鹏鹏(卢家鹏),西安WE,佛山DRG.GK 西安WE,0,0,0,退役,打野,20000901,镜 裴擒虎 大司命,
黄大仙,黄超,黄大仙(黄超),佛山DRG,佛山DRG.GK,0,0,0,退役,中路,19930425,干将莫邪 王昭君,
青枫,杜舟,青枫(杜舟),深圳DYG,佛山DRG.GK 深圳DYG,0,0,0,退役,中路,19991020,干将莫邪 王昭君,
花缘,谭锦威,花缘(谭锦威),佛山DRG,佛山DRG.GK,0,0,0,在役,对抗路,20060609,姬小满 曹操 关羽,
皖皖,杜远航,皖皖(杜远航),佛山DRG,佛山DRG.GK,0,0,0,在役,打野,20050312,镜 裴擒虎 大司命,
四宝,刘智华,四宝(刘智华),佛山DRG,佛山DRG.GK TCG 西安WE,0,0,0,在役,游走,20010128,鲁班大师 孙膑 少司缘,
早点,沈若飞,早点(沈若飞),佛山DRG,佛山DRG.GK 杭州LGD.NBW 西安WE 北京JDG,0,0,0,在役,中路,20040524,王昭君 干将莫邪 姜子牙,
阿豆,蒋涛,阿豆(蒋涛),南通Hero久竞,北京WB.TS 广州TTG.XQ 南通Hero久竞,2,2,0,在役,游走,19980619,鲁班大师 孙膑 少司缘,
渡劫,谢祯城,渡劫(谢祯城),济南RW侠,济南RW侠,0,0,0,退役,对抗路,20010828,李信 关羽 姬小满,
渡难,林志骞,渡难(林志骞),苏州KSG,济南RW侠 苏州KSG,0,0,0,退役,发育路,20000101,公孙离 马可波罗,
成昆,应羽晨,成昆(应羽晨),上海EDGM,济南RW侠 上海EDGM 深圳DYG,0,0,0,退役,发育路,20000101,公孙离 马可波罗,
花云,张凯峰,花云(张凯峰),济南RW侠,济南RW侠,0,0,0,退役,发育路,20021006,公孙离 李元芳 伽罗 戈雅,
梓轩,李云鹏,梓轩(李云鹏),济南RW侠,济南RW侠,0,0,0,在役,对抗路,20041106,姬小满 曹操 关羽,
无双,胡家荣,无双(胡家荣),济南RW侠,济南RW侠 昆山SC,0,0,0,在役,打野,20050718,大司命 凯 祖卡 镜,
晨风,樊首谦,晨风(樊首谦),深圳DYG,济南RW侠 杭州LGD.NBW 深圳DYG,0,0,0,在役,中路,20040808,甄姬 王昭君 干将莫邪,
小夜,叶佳宇,小夜(叶佳宇),济南RW侠,济南RW侠,0,0,0,退役,打野,20030508,镜 梦琪 澜 大司命,
不弃,彭志,不弃(彭志),南通Hero久竞,济南RW侠 南通Hero久竞 深圳DYG,0,0,0,退役,游走,20000918,鲁班大师 孙膑,
见月,韩楷,见月(韩楷),济南RW侠,济南RW侠 杭州LGD.NBW,0,0,0,在役,中路,20050409,女娲 王昭君 干将莫邪,
小A,杨荣鑫,小A(杨荣鑫),济南RW侠,济南RW侠 苏州KSG 西安WE,0,0,0,在役,游走,20010728,空空儿 鲁班大师 孙膑 少司缘,
秋源,吴星源,秋源(吴星源),济南RW侠,济南RW侠,0,0,0,在役,发育路,20060107,戈雅 公孙离 马可波罗,
九尾,许鑫蓁,九尾(许鑫蓁),南通Hero久竞,广州TTG.XQ 杭州LGD.NBW 南通Hero久竞,0,0,0,在役,中路,20021122,不知火舞 王昭君 姜子牙 干将莫邪,
钎城,周诣涛,钎城(周诣涛),深圳DYG,广州TTG.XQ 深圳DYG,0,0,0,在役,发育路,20020207,鲁班七号 百里守约 公孙离,
冰尘,李小龙,冰尘(李小龙),长沙TES.A,广州TTG.XQ 西安WE 长沙TES.A,0,0,0,退役,游走,20011112,盾山 鲁班大师 孙膑,
不然,叶康,不然(叶康),长沙TES.A,广州TTG.XQ 长沙TES.A 济南RW侠,1,1,1,退役,打野,20021202,镜 裴擒虎 大司命,
清清,吴金翔,清清(吴金翔),广州TTG,广州TTG.XQ 深圳DYG,2,2,0,在役,对抗路,20020626,关羽 老夫子 姬小满 曹操,
小雪,岳彩营,小雪(岳彩营),广州TTG,广州TTG.XQ,0,0,0,在役,发育路,20070320,公孙离 马可波罗 戈雅,
鹤辞,江利杰,鹤辞(江利杰),广州TTG,广州TTG.XQ,0,0,0,在役,中路,20050701,王昭君 干将莫邪 姜子牙,
佳心,李佳旭,佳心(李佳旭),广州TTG,广州TTG.XQ,0,0,0,在役,打野,20051118,镜 裴擒虎 大司命,
萝卜,陈佳鸿,萝卜(陈佳鸿),广州TTG,广州TTG.XQ 苏州KSG 重庆狼队,0,0,0,在役,对抗路,20051126,姬小满 曹操 关羽,
玖欣,邹伟鑫,玖欣(邹伟鑫),广州TTG,广州TTG.XQ,0,0,0,在役,游走,20040405,鲁班大师 孙膑 少司缘,
小白熊,程家辉,小白熊(程家辉),杭州LGD.NBW,广州TTG.XQ 杭州LGD.NBW 北京WB.TS,0,0,0,在役,打野,20040527,镜 裴擒虎 大司命,
救赎,张佳豪,救赎(张佳豪),成都AG超玩会,成都AG超玩会 北京WB,0,0,0,在役,游走,20020317,鲁班大师 孙膑 少司缘,
星痕,王刻勤,星痕(王刻勤),深圳DYG,深圳DYG 南通Hero久竞,0,0,0,在役,对抗路,20040225,姬小满 曹操 关羽,
小轩,王胜,小轩(王胜),深圳DYG,深圳DYG 重庆狼队 杭州LGD.NBW,0,0,0,在役,打野,20050224,镜 裴擒虎 大司命,
流星,李星,流星(李星),深圳DYG,深圳DYG,0,0,0,在役,对抗路,20050711,姬小满 曹操 关羽,
白衣,刘芳凯,白衣(刘芳凯),深圳DYG,深圳DYG 南通Hero久竞,0,0,0,在役,游走,20020121,鲁班大师 孙膑 少司缘,
成长,何烁,成长(何烁),深圳DYG,深圳DYG 南通Hero久竞,0,0,0,在役,游走,20040205,鲁班大师 孙膑 少司缘,
花卷,吴育涛,花卷(吴育涛),上海EDGM,上海EDGM 北京WB 长沙TES.A,0,0,0,在役,中路,20010530,王昭君 干将莫邪 姜子牙,
初晨,陶传凯,初晨(陶传凯),上海EDGM,上海EDGM 成都AG超玩会,0,0,0,在役,打野,20001201,镜 裴擒虎 大司命,
小泽,沈宇泽,小泽(沈宇泽),上海EDGM,上海EDGM,0,0,0,在役,对抗路,20060118,姬小满 曹操 关羽,
凌云,陈泓铭,凌云(陈泓铭),上海EDGM,上海EDGM,0,0,0,在役,发育路,20061028,公孙离 马可波罗 戈雅,
夏凌,张蜀徽,夏凌(张蜀徽),上海EDGM,上海EDGM 南通Hero久竞 深圳DYG,0,0,0,在役,打野,20040614,镜 裴擒虎 大司命,
一曲,周锋,一曲(周锋),上海EDGM,上海EDGM 苏州KSG,0,0,0,在役,中路,20031022,王昭君 干将莫邪 姜子牙,
小义,汪启俊,小义(汪启俊),南通Hero久竞,南通Hero久竞 深圳DYG,1,1,1,在役,打野,20001203,镜 裴擒虎 大司命,
落尘,张世杰,落尘(张世杰),南通Hero久竞,南通Hero久竞 上海EDGM,0,0,0,在役,打野,20051012,镜 裴擒虎 大司命,
景诗,李知杰,景诗(李知杰),南通Hero久竞,南通Hero久竞 TCG XYG,0,0,0,在役,中路,20050608,王昭君 干将莫邪 姜子牙,
铃铛,王稳强,铃铛(王稳强),南通Hero久竞,南通Hero久竞,0,0,0,在役,中路,20041104,王昭君 干将莫邪 姜子牙,
Silver,黄本帅,Silver(黄本帅),南通Hero久竞,南通Hero久竞 上海EDGM,0,0,0,在役,发育路,20040503,公孙离 马可波罗 戈雅,
墨衍,张衍佳,墨衍(张衍佳),南通Hero久竞,南通Hero久竞 济南RW侠 武汉EStarPro,0,0,0,在役,中路,20050731,王昭君 干将莫邪 姜子牙,
